"idtitulo","nombre","idtipotitulo","idarea","idcarrera","tipotitulofijo","idtitulopresencial","fecha","esuniversidad","modiuniversidad","idterminal","idsubterminal","id_orientaciondiniece","anio_art_43","resolucion_art_43","en_sicer"
12956,"Ciclo de Inicio a la Trayectoria Universitaria","CC","SA",1,"S",0,"2015-09-17",0,0,1,1,0,0,"No Corresponde",True
12957,"Licenciado en Recursos Navales para la Defensa con orientación Comando Naval","G","DIRI",137,"S",0,"2015-09-21",0,0,1,1,0,0,"No Corresponde",True
738,"Profesor de Educación Pre-elemental","P","EPRE",50,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
12959,"Doctor en Enfermería con mención en Ciencias de la Enfermería","D","ENFE",54,"S",0,"2015-09-22",0,0,1,1,0,0,"No Corresponde",True
12961,"Especialista en Manejo Ambiental en Patagonia Arida","E","EYCA",10,"S",0,"2015-09-22",0,0,1,1,0,0,"No Corresponde",True
12962,"Especialista en Educación","E","CSED",29,"S",0,"2015-09-22",0,0,1,1,0,0,"No Corresponde",True
12963,"Magister en Interculturalidad y Comunicación","M","COSO",35,"S",0,"2015-09-22",0,0,1,1,0,0,"No Corresponde",True
12964,"Especialista en Administración y Dirección de Entidades Deportivas","E","ADDI",68,"S",0,"2015-09-23",0,0,1,1,0,0,"No Corresponde",True
5769,"Profesor en Filología Inglesa","G","INGL",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
12967,"Doctor en Políticas y Gestión del Conocimiento en Educación Superior","D","ADDI",68,"S",0,"2015-09-23",0,0,1,1,0,0,"No Corresponde",True
12749,"Técnico Perito en Criminalística","TINT","CRIM",39,"N",0,"2015-05-05",0,0,1,1,0,0,"No Corresponde",True
12920,"Técnico Universitario en Tecnología Ambiental y Petroquímica","P","EYCA",30,"S",0,"2015-08-26",0,0,1,1,0,0,"No Corresponde",True
12970,"Magister en Políticas y Gestión de las Migraciones Internacionales","M","CSPO",28,"S",0,"2015-09-24",0,0,1,1,0,0,"No Corresponde",True
759,"Profesor en Enseñanza Especial en Deficientes Mentales","P","EDES",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
12969,"Especialista en Políticas y Gestión Migratoria Internacional - MD","E","CSPO",28,"S",1,"2015-09-24",0,0,1,1,0,0,"No Corresponde",True
765,"Porfesor en Educación Diferenciada","G","ENES",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
767,"Maestro en Educación Física","G","EFIS",1,"N",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
12972,"Técnico Universitario en Medios de Comunicación Social. Orientación en Periodismo Audiovisual","TI","COSO",35,"S",0,"2015-09-24",0,0,1,1,0,0,"No Corresponde",True
12974,"Magister en Psicología Comunitaria","M","PSIC",128,"S",0,"2015-09-24",0,0,1,1,0,0,"No Corresponde",True
12971,"Especialista en Intereses Marítimos","E","SINA",28,"S",0,"2015-09-24",0,0,1,1,0,0,"No Corresponde",True
12731,"Especialista en Sociología del Diseño","E","DISE",42,"S",0,"2015-04-17",0,0,1,1,0,0,"No Corresponde",True
12771,"Especialista en Planificación e Intervención para el Desarrollo","E","CSPO",28,"S",0,"2015-05-20",0,0,1,1,0,0,"No Corresponde",True
12815,"Magister en Educación en Ciencias de la Salud","M","FODO",160,"S",0,"2015-06-17",0,0,1,1,0,0,"No Corresponde",True
1194,"Especialista en Gestión de la Calidad","E","CCAL",70,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
798,"Profesor de Enseñanza Media, Normal y Especial en Historia","G","HIST",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
12851,"Técnico Superior Universitario en Producción Agropecuaria","P","AGAG",126,"S",0,"2015-07-07",0,0,1,1,0,0,"No Corresponde",True
12858,"Licenciado en Administración Pública - Ciclo de Complementación Curricular - MD","CCC","ADDI",9,"S",1,"2015-07-10",0,0,1,1,0,0,"No Corresponde",True
12908,"Magister de la Universidad de Buenos Aires en Administración de Organizaciones del Sector Cultural y Creativo","M","ADDI",68,"S",0,"2015-08-19",0,0,1,1,0,0,"No Corresponde",True
12919,"Licenciado en Recursos Humanos y Relaciones Laborales","G","RELA",1,"S",0,"2015-08-26",0,0,1,1,0,0,"No Corresponde",True
12930,"Técnico Superior en Logística","TI","TRNS",106,"S",0,"2015-09-01",0,0,1,1,0,0,"No Corresponde",True
14644,"Licenciado en Administración y Gestión en Instituciones de Educación Superior - Ciclo de Licenciatura","CL","ADDI",68,"S",0,"2018-08-15",0,0,1,1,0,0,"No Corresponde",True
12938,"Técnico Universitario en Cine Documental","P","ARAU",18,"S",0,"2015-09-09",0,0,1,1,0,0,"No Corresponde",True
12949,"Técnico Universitario en Producción y Diseño de Videojuegos","P","INFO",34,"S",0,"2015-09-14",0,0,1,1,0,0,"No Corresponde",True
12953,"Doctor de la Universidad Nacional de Quilmes en Ciencia y Tecnología","D","TECN",147,"S",0,"2015-09-15",0,0,1,1,0,0,"No Corresponde",True
12958,"Licenciado en Recursos Navales para la Defensa con orientación Comando Infantería de Marina","G","DIRI",137,"S",0,"2015-09-21",0,0,1,1,0,0,"No Corresponde",True
12960,"Doctor en Enfermería con mención en Filosofía de la Enfermería","D","ENFE",54,"S",0,"2015-09-22",0,0,1,1,0,0,"No Corresponde",True
12968,"Magister en Gestión y Evaluación de la Educación","M","CSED",29,"S",0,"2015-09-23",0,0,1,1,0,0,"No Corresponde",True
12973,"Especialista en Inclusión Educativa de Personas con Discapacidad","E","CSED",29,"S",0,"2015-09-24",0,0,1,1,0,0,"No Corresponde",True
12975,"Especialista en Lenguaje y Comunicación Digital","E","COSO",35,"S",0,"2015-09-24",0,0,1,1,0,0,"No Corresponde",True
856,"Profesor en Enseñanza Primaria en Bellas Artes","G","ARPL",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
874,"Licenciado en Investigación y Planificación Audiovisual","G","ARAU",18,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
875,"Licenciado en Realización en Cine, Video y TV","G","ARAU",18,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
877,"Profesor en Cinematografía","G","ARAU",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
882,"Licenciado en Historia de las Artes Visuales","G","ARAU",18,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
883,"Profesor en Historia de las Artes Plásticas","G","ARPL",19,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
940,"Profesor en Perfeccionamiento Musical","G","MUSI",114,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
12732,"Magíster de la Universidad de Buenos Aires en Diseño Abierto para la Innovación","M","DISE",43,"S",0,"2015-04-17",0,0,1,1,0,0,"No Corresponde",True
951,"Profesor Superior en Guitarra","G","MUSI",114,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
12772,"Magíster en Proyecto Arquitectónico y Urbano","M","ARQU",17,"S",0,"2015-05-20",0,0,1,1,0,0,"No Corresponde",True
12852,"Técnico Universitario en Prótesis de Laboratorio Odontológico","P","LABO",103,"S",0,"2015-07-07",0,0,1,1,0,0,"No Corresponde",True
12859,"Técnico Universitario en Producción de Sonido","TI","ARAU",18,"S",0,"2015-07-10",0,0,1,1,0,0,"No Corresponde",True
12915,"Diplomado Universitario en Inclusión Escolar con orientación en Trastornos Emocionales Severos","P","EDES",1,"S",0,"2015-08-26",0,0,1,1,0,0,"No Corresponde",True
12950,"Curso de Ambientación Universitaria (CAMU)","CC","SA",1,"S",0,"2015-09-14",0,0,1,1,0,0,"No Corresponde",True
12977,"Doctor en Derecho del Trabajo","D","DERE",1,"S",0,"2015-09-25",0,0,1,1,0,0,"No Corresponde",True
12978,"Especialista en Industrias Culturales en la Convergencia Digital","E","COSO",35,"S",0,"2015-09-28",0,0,1,1,0,0,"No Corresponde",True
15025,"Bachiller con Orientación en Ciencias Sociales y Humanidades","SE","SA",1,"S",0,"2019-05-14",0,0,1,1,10,0,"No Corresponde",True
12988,"Magister en Estudios Vocales","M","MUSI",114,"S",0,"2015-09-28",0,0,1,1,0,0,"No Corresponde",True
12989,"Especialista en Química Ambiental","E","QUIM",131,"S",0,"2015-09-28",0,0,1,1,0,0,"No Corresponde",True
12991,"Especialista en Ultrasonografía Diagnóstica en Pequeños Animales","E","VETE",153,"S",0,"2015-09-28",0,0,1,1,0,0,"No Corresponde",True
12992,"Magíster en Neuropsicología Aplicada","M","PSIC",128,"S",0,"2015-09-28",0,0,1,1,0,0,"No Corresponde",True
12993,"Médico Especialista en Osteología","E","MEDI",110,"S",0,"2015-09-28",0,0,1,1,0,0,"No Corresponde",True
12996,"Especialista en Gas Natural","E","ENER",88,"S",0,"2015-09-28",0,0,1,1,0,0,"No Corresponde",True
12997,"Médico Especialista en Endoscopía Digestiva, Diagnóstica y Terapéutica","E","MEDI",110,"S",0,"2015-09-28",0,0,1,1,0,0,"No Corresponde",True
12998,"Magíster de la Universidad de Buenos Aires en Difusión de Información en Salud y Ambiente","M","SAPU",156,"S",0,"2015-09-28",0,0,1,1,0,0,"No Corresponde",True
12999,"Magíster de la Universidad de Buenos Aires en Gestión de Discapacidad","M","REHU",136,"S",0,"2015-09-28",0,0,1,1,0,0,"No Corresponde",True
13000,"Magíster de la Universidad de Buenos Aires en Tipografía","M","DISE",42,"S",0,"2015-09-28",0,0,1,1,0,0,"No Corresponde",True
13003,"Diplomado Superior en Gestión y Control de Políticas Públicas (Título Propio) - MD","F","CSPO",28,"S",1,"2015-09-28",0,0,1,1,0,0,"No Corresponde",True
13004,"Especialista en Migración y Asilo desde una perspectiva de Derechos Humanos - MD","E","SOCI",143,"S",1,"2015-09-28",0,0,1,1,0,0,"No Corresponde",True
13005,"Especialista en Automatización Industrial","E","ININ",120,"S",0,"2015-09-28",0,0,1,1,0,0,"No Corresponde",True
13006,"Magister en Emprendimientos Sociales","M","SESO",151,"S",0,"2015-09-28",0,0,1,1,0,0,"No Corresponde",True
13009,"Especialista en Ingeniería Ambiental y Desarrollo Sostenible","E","INAM",74,"S",0,"2015-09-29",0,0,1,1,0,0,"No Corresponde",True
13011,"Doctor en Ecología y Gestión de Fuegos de Vegetación","D","EYCA",30,"S",0,"2015-09-29",0,0,1,1,0,0,"No Corresponde",True
13014,"Especialista en Arqueología de Paisajes Culturales Cordilleranos","E","ARGI",16,"S",0,"2015-09-29",0,0,1,1,0,0,"No Corresponde",True
13018,"Magíster en Enseñanza de la Ingeniería","M","FODO",158,"S",0,"2015-09-29",0,0,1,1,0,0,"No Corresponde",True
13021,"Magister en Geotecnia","M","GEOT",67,"S",0,"2015-09-30",0,0,1,1,0,0,"No Corresponde",True
1029,"Técnico en Parques y Jardines","TI","FLJA",122,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
12994,"Magister de la Universidad de Buenos Aires en Automatización Industrial","M","PROD",120,"S",0,"2015-09-28",0,0,1,1,0,0,"No Corresponde",True
13027,"Magister en Geografía de los Espacios Litorales (orientación en Turismo y orientación en Ambiente y Recursos Naturales)","M","GEOG",66,"S",0,"2015-09-30",0,0,1,1,0,0,"No Corresponde",True
13032,"Licenciado en Gestión Organizacional y Recursos Humanos","G","ADDI",68,"S",0,"2015-09-30",0,0,1,1,0,0,"No Corresponde",True
13039,"Especialista en Biotecnología Agrícola","E","AGIN",126,"S",0,"2015-09-30",0,0,1,1,0,0,"No Corresponde",True
13040,"Doctor en Ingeniería Industrial","D","ININ",90,"S",0,"2015-10-01",0,0,1,1,0,0,"No Corresponde",True
12965,"Profesor Universitario de Danza - Ciclo de Complementación Curricular","CCC","TEDA",144,"S",0,"2015-09-23",0,0,1,1,0,0,"No Corresponde",True
13042,"Especialista en Administración y Control Público","E","ADDI",68,"S",0,"2015-10-01",0,0,1,1,0,0,"No Corresponde",True
11521,"Técnico Universitario en Prácticas Cardiológicas","P","MEDI",110,"S",0,"2013-05-21",0,0,1,1,0,0,"No Corresponde",True
13043,"Magister en Historia Conceptual","M","HIST",71,"S",0,"2015-10-01",0,0,1,1,0,0,"No Corresponde",True
13044,"Especialista en Tecnologías del Petróleo","E","IPET",88,"S",0,"2015-10-02",0,0,1,1,0,0,"No Corresponde",True
13045,"Especialista en Comunicación Digital","E","COSO",35,"S",0,"2015-10-02",0,0,1,1,0,0,"No Corresponde",True
13049,"Magister en Derecho Penal y Justicia Internacional","M","DERE",40,"S",0,"2015-10-05",0,0,1,1,0,0,"No Corresponde",True
13053,"Magister en Tecnología Satelital con mención Sistemas Mecánicos","M","ICOM",86,"S",0,"2015-10-05",0,0,1,1,0,0,"No Corresponde",True
13055,"Magister en Responsabilidad Social y Desarrollo Sostenible","M","ADDI",68,"S",0,"2015-10-05",0,0,1,1,0,0,"No Corresponde",True
14645,"Profesor Universitario en Biología","G","FODO",159,"S",0,"2018-08-16",0,0,1,1,0,0,"No Corresponde",True
13069,"Magíster en Dificultades de Aprendizaje","M","PSPE",129,"S",0,"2015-10-06",0,0,1,1,0,0,"No Corresponde",True
13070,"Profesor de Danzas Nativas y Folklore","P","TEDA",144,"S",0,"2015-10-06",0,0,1,1,0,0,"No Corresponde",True
13071,"Especialista en Enseñanza y Producción de Materiales para Educación a Distancia - MD","E","PEDA",129,"S",1,"2015-10-06",0,0,1,1,0,0,"No Corresponde",True
13072,"Licenciado en Diseño de la Imagen Visual","G","DISE",42,"S",0,"2015-10-07",0,0,1,1,0,0,"No Corresponde",True
13073,"Maestría en Gestión Turística del Patrimonio - MD","M","TURI",152,"S",1,"2015-10-07",0,0,1,1,0,0,"No Corresponde",True
13074,"Especialista en Gestión de la Calidad en Servicios de Salud con Mención en Servicios de Enfermería","E","ADDI",7,"S",0,"2015-10-08",0,0,1,1,0,0,"No Corresponde",True
13076,"Especialista en Producción y Sanidad Porcina","E","AGAG",125,"S",0,"2015-10-09",0,0,1,1,0,0,"No Corresponde",True
13013,"Magíster en Metodología de la Investigación en Ciencias Sociales","M","CSOC",143,"S",0,"2015-09-29",0,0,1,1,0,0,"No Corresponde",True
12982,"Magíster en Sistemas Energéticos Inteligentes","M","ENER",88,"S",0,"2015-09-28",0,0,1,1,0,0,"No Corresponde",True
13077,"Magíster en Gestión del Diseño para los Desarrollos Regionales","M","DISE",42,"S",0,"2015-10-09",0,0,1,1,0,0,"No Corresponde",True
13078,"Doctor en Arte Latinoamericano","D","ARPL",19,"S",0,"2015-10-09",0,0,1,1,0,0,"No Corresponde",True
13079,"Magister en Instrumentos Satelitales","M","IVCO",86,"S",0,"2015-10-09",0,0,1,1,0,0,"No Corresponde",True
13080,"Especialista en Gestión de la Protección del Ambiente Acuático","E","EYCA",30,"S",0,"2015-10-13",0,0,1,1,0,0,"No Corresponde",True
13082,"Especialista en Educación en Géneros y Sexualidades","E","FODO",161,"S",0,"2015-10-13",0,0,1,1,0,0,"No Corresponde",True
13083,"Magister en Hábitat Paisajista","M","EYCA",30,"S",0,"2015-10-15",0,0,1,1,0,0,"No Corresponde",True
13084,"Magister en Salud Mental Forense","M","PSIC",128,"S",0,"2015-10-15",0,0,1,1,0,0,"No Corresponde",True
12976,"Licenciado en Danza - Ciclo de Complementación Curricular","CCC","TEDA",144,"S",0,"2015-09-24",0,0,1,1,0,0,"No Corresponde",True
13086,"Especialista en Hidráulica de Ríos","E","INHI",89,"S",0,"2015-10-15",0,0,1,1,0,0,"No Corresponde",True
13087,"Especialista en Enfermería en Salud Familiar y Comunitaria","E","ENFE",54,"S",0,"2015-10-15",0,0,1,1,0,0,"No Corresponde",True
8310,"Licenciado en Logística Integral","G","TRNS",106,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
15026,"Bachiller con Orientación en Ciencias Naturales","SE","SA",1,"S",0,"2019-05-14",0,0,1,1,20,0,"No Corresponde",True
12733,"Magíster de la Universidad de Buenos Aires en Gerenciamiento de Sistemas de Salud","M","ADDI",7,"S",0,"2015-04-17",0,0,1,1,0,0,"No Corresponde",True
12860,"Técnico Universitario en Diseño y Desarrollo de Videojuegos","TI","SIST",34,"S",0,"2015-07-10",0,0,1,1,0,0,"No Corresponde",True
12942,"Traductor Público en Portugués - Ciclo de Complementación Curricular","CCC","OTID",124,"S",0,"2015-09-09",0,0,1,1,0,0,"No Corresponde",True
12979,"Magister en Sociología Política Internacional","M","SOCI",143,"S",0,"2015-09-28",0,0,1,1,0,0,"No Corresponde",True
12983,"Magister en Enseñanza de la Historia","M","FODO",161,"S",0,"2015-09-28",0,0,1,1,0,0,"No Corresponde",True
1145,"Magister en Biotecnología","M","BIIN",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
13001,"Especialista en Comunicación Pública de la Ciencia y la Tecnología","E","COSO",35,"S",0,"2015-09-28",0,0,1,1,0,0,"No Corresponde",True
13007,"Especialista en Dirección Estratégica de Organizaciones","E","ADDI",68,"S",0,"2015-09-28",0,0,1,1,0,0,"No Corresponde",True
13010,"Magíster en Vínculos, Familias y Diversidad Sociocultural","M","PSIC",128,"S",0,"2015-09-29",0,0,1,1,0,0,"No Corresponde",True
492,"Secretario Ejecutivo","TI","SECR",141,"N",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
13012,"Magister en Didácticas Específicas con orientación en Ciencias Sociales y con orientación en Lengua y Literatura","M","PEDA",129,"S",0,"2015-09-29",0,0,1,1,0,0,"No Corresponde",True
13015,"Especialista en Procesos y Prácticas de Producción Artística Contemporánea","E","ARPL",19,"S",0,"2015-09-29",0,0,1,1,0,0,"No Corresponde",True
13019,"Especialista en Planificación de Infraestructura en Salud","E","ARQU",17,"S",0,"2015-09-29",0,0,1,1,0,0,"No Corresponde",True
13022,"Magister en Estructuras Civiles","M","INCI",76,"S",0,"2015-09-30",0,0,1,1,0,0,"No Corresponde",True
13028,"Magister en Estudios Socioterritoriales","M","GEOG",66,"S",0,"2015-09-30",0,0,1,1,0,0,"No Corresponde",True
13033,"Magíster de la Universidad de Buenos Aires en Gestión Estratégica de Marketing Digital y Negocios por Internet","M","COME",107,"S",0,"2015-09-30",0,0,1,1,0,0,"No Corresponde",True
13046,"Especialista en Comunicación y Juventudes","E","COSO",35,"S",0,"2015-10-02",0,0,1,1,0,0,"No Corresponde",True
13050,"Magister en Administración de Negocios, orientación Gestión de la Tecnología y la Innovación","M","ADDI",68,"S",0,"2015-10-05",0,0,1,1,0,0,"No Corresponde",True
13054,"Magister en Tecnología Satelital con mención Sistemas de Aviónica","M","ICOM",86,"S",0,"2015-10-05",0,0,1,1,0,0,"No Corresponde",True
13056,"Doctor en Ciencias Económicas con mención en Administración, Contabilidad o Economía","D","ECON",45,"S",0,"2015-10-05",0,0,1,1,0,0,"No Corresponde",True
13065,"Magíster en Implantología Odontológica","M","ODON",118,"S",0,"2015-10-05",0,0,1,1,0,0,"No Corresponde",True
13075,"Especialista en Gestión de la Calidad en Servicios de Salud con Mención en Servicios de Nutrición","E","ADDI",7,"S",0,"2015-10-08",0,0,1,1,0,0,"No Corresponde",True
13081,"Especialista en Gestión de la Seguridad Marítima y Protección Portuaria","E","CSPO",28,"S",0,"2015-10-13",0,0,1,1,0,0,"No Corresponde",True
13085,"Magister en Ordenamiento Territorial orientado hacia la conservación del recurso hídrico","M","HIDR",30,"S",0,"2015-10-15",0,0,1,1,0,0,"No Corresponde",True
13088,"Magíster en Energía y Ambiente","M","ENER",88,"S",0,"2015-10-15",0,0,1,1,0,0,"No Corresponde",True
1211,"Magister en Ciencias Materiales Tecnológicas Mención Materiales Tecnológicos","M","INMA",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
1279,"Doctor en Derecho Registral","D","DERE",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
12734,"Magíster de la Universidad de Buenos Aires en Gestión Pública y Desarrollo Gubernamental","M","ADDI",68,"S",0,"2015-04-17",0,0,1,1,0,0,"No Corresponde",True
12861,"Técnico Universitario en Animación 3D y Efectos Visuales","TI","ARAU",18,"S",0,"2015-07-10",0,0,1,1,0,0,"No Corresponde",True
12943,"Traductor Público en Inglés - Ciclo de Complementación Curricular","CCC","INGL",99,"S",0,"2015-09-09",0,0,1,1,0,0,"No Corresponde",True
12980,"Especialista en Pedagogía de la Voz","E","MUSI",114,"S",0,"2015-09-28",0,0,1,1,0,0,"No Corresponde",True
12984,"Especialista en Diseño Conceptual","E","DISE",42,"S",0,"2015-09-28",0,0,1,1,0,0,"No Corresponde",True
13002,"Especialista en Pedagogías para la Igualdad en Contextos Socioeducativos Diversos","E","PEDA",129,"S",0,"2015-09-28",0,0,1,1,0,0,"No Corresponde",True
13008,"Especialista en Abogacía del Estado","E","DERE",2,"S",0,"2015-09-28",0,0,1,1,0,0,"No Corresponde",True
13016,"Especialista en Estudios de Performance","E","TEDA",144,"S",0,"2015-09-29",0,0,1,1,0,0,"No Corresponde",True
13020,"Especialista en Bioética y Bioderecho","E","DERE",40,"S",0,"2015-09-29",0,0,1,1,0,0,"No Corresponde",True
13023,"Especialista en Gestión e Intervención del Patrimonio Arquitectónico","E","ARQU",17,"S",0,"2015-09-30",0,0,1,1,0,0,"No Corresponde",True
13029,"Especialista en Integración de Tecnologías Informáticas","E","INFO",34,"S",0,"2015-09-30",0,0,1,1,0,0,"No Corresponde",True
